co_mol_m2,surface_pressure,mes,surface_solar_radiation_downwards,temperature_2m,zona,anio,co_mg_m3_suelo_pred
0.03186401392471301,101296.53933607442,1,6492519.610064034,301.08539655479046,Dist_26Oct,2025,1.244759
0.030277872871713143,100649.10431153688,1,6737334.720884672,298.58970418732946,Dist_Paita,2025,1.1085131
0.029919770177211792,98609.62296489233,1,6294421.038113585,299.45178783137663,Parinas,2025,1.0626256
0.034894697802010745,101231.94563103587,2,6332702.772723327,302.39223567401814,Dist_26Oct,2025,1.3215003
0.03312097226742858,100585.64613098692,2,6637907.863542302,300.10800767597135,Dist_Paita,2025,1.1411611
0.03289938751119835,98566.909987731,2,6105155.634886829,300.3016374410148,Parinas,2025,1.198753
0.03700517922153103,101239.29974029204,3,6340000.55824752,302.2218352836508,Dist_26Oct,2025,1.3726939
0.036144563147820524,100588.79062118537,3,6208721.808818731,300.13462724043615,Dist_Paita,2025,1.1032395
0.036242715465498336,98576.78851173237,3,6011217.003333582,300.21765593738064,Parinas,2025,1.2622313
0.03517356484943306,101262.00609231748,4,6319815.874002738,300.95184680120036,Dist_26Oct,2025,1.256088
0.034270068335969225,100609.82217230582,4,6542007.882548644,298.6789119629736,Dist_Paita,2025,1.0483117
0.03402270408474331,98574.83053094163,4,6202560.17869075,299.6251044193419,Parinas,2025,1.0500941
0.031170452362378583,101351.99299378475,5,6242288.406444088,299.07211500254016,Dist_26Oct,2025,1.2377917
0.03036789334766071,100694.90877040877,5,6291117.672696044,297.0758671444412,Dist_Paita,2025,1.0374216
0.029886510169879987,98631.59899296377,5,6165486.082816283,298.42049900489513,Parinas,2025,0.7903149
0.031009657511754805,101443.59144277261,6,5902920.360220708,297.2600941677145,Dist_26Oct,2025,1.362797
0.029683455771629567,100778.58296216257,6,5884996.521518077,295.76788297189256,Dist_Paita,2025,1.1187205
0.02908743846959812,98697.22090092555,6,5923734.837466268,296.99985674018154,Parinas,2025,0.7384293
0.03251660662255515,101452.75271569233,7,5988126.254905782,296.2539723473186,Dist_26Oct,2025,1.3478317
0.030776771170551658,100785.18552577218,7,5960863.141142938,294.8694572032764,Dist_Paita,2025,1.0918889
0.030338687961029842,98693.72786156833,7,6084429.665628465,296.2401140344422,Parinas,2025,0.8324437
0.03826644980363617,101491.04068074633,8,6564899.234572699,295.92350918867197,Dist_26Oct,2025,1.466188
0.037287032795168526,100825.05214555442,8,6488384.298426882,294.35873807984166,Dist_Paita,2025,1.2100794
0.03640154710048931,98728.52716406414,8,6655947.3913691,295.8370494094391,Parinas,2025,0.9572825
0.04624255369685156,101439.52925765829,9,7303116.814533667,296.21100699790463,Dist_26Oct,2025,1.7848939
0.04546837490869825,100801.21530613794,9,6790115.826312945,294.32526757562874,Dist_Paita,2025,1.4542134
0.04402259267078375,98688.22966289798,9,7209721.171246106,295.9454762710239,Parinas,2025,1.2821033
0.04091190051172113,101411.98510295957,10,7434587.705787682,296.72226194351026,Dist_26Oct,2025,1.5772066
0.04011478812412979,100776.49110731644,10,7013267.196895044,294.66552678638294,Dist_Paita,2025,1.3455912
0.03886086311897079,98667.79494029077,10,7402534.954702261,296.34955182314445,Parinas,2025,1.2157925
0.03549499496747376,101394.89146792135,11,7286689.8486438235,297.08899324624554,Dist_26Oct,2025,1.3489252
0.03453033387899791,100760.83557482748,11,7391450.925374933,295.0450181728993,Dist_Paita,2025,1.225174
0.03386446616856891,98659.61405841481,11,7490552.344051776,296.3740893475629,Parinas,2025,1.03527
0.03310726998736377,101302.8437834012,12,6788653.72409665,299.0813803471823,Dist_26Oct,2025,1.2894044
0.03211154457050922,100672.94936798018,12,6963443.201582041,296.82139710089973,Dist_Paita,2025,1.0305008
0.03145639738034755,98593.54180661947,12,6785752.99216707,297.9808543581162,Parinas,2025,1.0319176
0.03202254135717427,101800.50221834345,1,6524820.702651418,302.58333385108295,Dist_26Oct,2026,1.4161396
0.030428509055154502,101149.84612403209,1,6770853.799098029,300.0752251036844,Dist_Paita,2026,1.2076876
0.03006862475520787,99100.21810402116,1,6325736.565666389,300.941597721085,Parinas,2026,1.134329
0.03506830326371229,101735.58715158828,2,6364208.756667225,303.89667465747095,Dist_26Oct,2026,1.5126977
0.033285753223982945,101086.0722311411,2,6670932.280773855,301.601082341026,Dist_Paita,2026,1.2468182
0.03306306605603018,99057.29262448588,2,6135529.543518106,301.7956754382338,Parinas,2026,1.2327555
0.037189284590792376,101742.9778484527,3,6371542.849582084,303.7254265039675,Dist_26Oct,2026,1.5648645
0.03632438684507336,101089.23236556938,3,6239610.972046685,301.62783434113487,Dist_Paita,2026,1.2683611
0.03642302748273962,99067.22029537283,3,6041123.555588973,301.7112761161736,Parinas,2026,1.3296722
0.03534855770938049,101765.79716740362,4,6351257.744022652,302.44911967085807,Dist_26Oct,2026,1.4611355
0.03444056618838698,101110.36855127252,4,6574555.185446896,300.1648766991078,Dist_Paita,2026,1.2366339
0.03419197126924452,99065.25257338412,4,6233418.687042445,301.11577658063214,Parinas,2026,1.1071181
0.031325529239803356,101856.2317648981,5,6273344.567670178,300.56003597270205,Dist_26Oct,2026,1.4426346
0.030518977394166483,101195.87846578394,5,6322416.765595029,298.5538565332195,Dist_Paita,2026,1.1840602
0.030035199275202772,99122.30346556558,5,6196160.142929797,299.90517810442196,Parinas,2026,0.8329549
0.031163934414798363,101948.28592756252,6,5932288.12320688,298.73900010884745,Dist_26Oct,2026,1.5622197
0.029831134656065534,101279.96894704895,6,5914275.111177371,297.2393649767278,Dist_Paita,2026,1.3006719
0.02923215209382498,99188.2518506814,6,5953206.155065603,298.47746796774464,Parinas,2026,0.76689065
0.03267838078485642,101957.49277895447,7,6017917.927815761,297.72787270725553,Dist_26Oct,2026,1.5826931
0.030929889435081768,101286.60435923374,7,5990519.176671013,296.33646942816836,Dist_Paita,2026,1.2672998
0.030489626707104617,99184.74143301892,7,6114700.459984826,297.71394544754884,Parinas,2026,0.722777
0.03845683015091795,101995.97123139682,8,6597560.424794454,297.3957654532922,Dist_26Oct,2026,1.6970934
0.03747254042101513,101326.66932040793,8,6520664.8173245285,295.8232094135722,Dist_Paita,2026,1.3762662
0.036582649324869855,99219.71386637291,8,6689061.557495315,297.308875525904,Parinas,2026,0.8851315
0.0464726161530548,101944.203532572,9,7339450.729033834,297.68469359988427,Dist_26Oct,2026,2.023097
0.045694585729139536,101302.71388975056,9,6823897.497090621,295.7895723894378,Dist_Paita,2026,1.6137723
0.044241610544767745,99179.21588012633,9,7245590.430804544,297.4178418246111,Parinas,2026,1.3242646
0.041115442305311785,101916.52234227778,10,7471575.704323939,298.1984921024332,Dist_26Oct,2026,1.7891828
0.04031436418444884,101277.86668496477,10,7048159.073496512,296.13152443208634,Dist_Paita,2026,1.4695946
0.039054200746428354,99158.6794922325,10,7439363.486815208,297.8239277028616,Parinas,2026,1.1675318
0.03567158698223732,101899.34366427916,11,7322942.036945534,298.5670479390129,Dist_26Oct,2026,1.4758426
0.034702126584863574,101262.13326425449,11,7428224.3130633645,296.512903835451,Dist_Paita,2026,1.30616
0.03403294609975582,99150.4579094517,11,7527818.773624173,297.848587304516,Parinas,2026,0.99809134
0.033271982773370554,101806.83803107982,12,6822428.1207339475,300.5693474135862,Dist_26Oct,2026,1.4773445
0.03227130349872071,101173.809812597,12,6998087.197609812,298.29812046956096,Dist_Paita,2026,1.1893966
0.03161289686980201,99084.05693998573,12,6819512.957302229,299.4633461708431,Parinas,2026,1.0637373
0.03218106878963553,102304.46510061248,1,6557121.7952388,304.08127114737545,Dist_26Oct,2027,1.6184218
0.03057914523859586,101650.5879365273,1,6804372.877311385,301.56074602003923,Dist_Paita,2027,1.3454663
0.03021747933320395,99590.81324314997,1,6357052.093219193,302.4314076107933,Parinas,2027,1.2435905
0.035241908725413836,102239.22867214069,2,6395714.740611122,305.4011136409238,Dist_26Oct,2027,1.7098998
0.03345053418053732,101586.49833129525,2,6703956.698005409,303.09415700608054,Dist_Paita,2027,1.4384294
0.033226744600862015,99547.67526124076,2,6165903.452149385,303.28971343545277,Parinas,2027,1.3191787
0.037373389960053724,102246.65595661335,3,6403085.140916649,305.2290177242842,Dist_26Oct,2027,1.7674283
0.0365042105423262,101589.67410995338,3,6270500.135274639,303.12104144183354,Dist_Paita,2027,1.453017
0.0366033394999809,99557.65207901329,3,6071030.107844363,303.20489629496655,Parinas,2027,1.4097037
0.03552355056932792,102269.58824248979,4,6382699.614042565,303.9463925405158,Dist_26Oct,2027,1.6685618
0.03461106404080474,101610.91493023922,4,6607102.488345148,301.650841435242,Dist_Paita,2027,1.419259
0.03436123845374573,99555.67461582662,4,6264277.195394141,302.6064487419224,Parinas,2027,1.2272328
0.031480606117228124,102360.47053601146,5,6304400.728896268,302.04795694286395,Dist_26Oct,2027,1.637892
0.030670061440672258,101696.84816115911,5,6353715.8584940145,300.0318459219978,Dist_Paita,2027,1.3723024
0.030183888380525558,99613.0079381674,5,6226834.203043311,301.38985720394885,Parinas,2027,0.9424324
0.03131821131784192,102452.98041235244,6,5961655.886193053,300.21790604998034,Dist_26Oct,2027,1.7579496
0.029978813540501505,101781.35493193533,6,5943553.700836664,298.7108469815631,Dist_Paita,2027,1.4709363
0.029376865718051835,99679.28280043724,6,5982677.472664937,299.9550791953077,Parinas,2027,0.8152832
0.03284015494715769,102462.23284221663,7,6047709.60072574,299.2017730671924,Dist_26Oct,2027,1.7951722
0.031083007699611875,101788.02319269528,7,6020175.212199087,297.80348165306026,Dist_Paita,2027,1.5077674
0.030640565453179395,99675.75500446951,7,6144971.254341186,299.18777686065556,Parinas,2027,0.7919758
0.03864721049819972,102500.9017820473,8,6630221.615016209,298.8680217179125,Dist_26Oct,2027,1.9161876
0.03765804804686174,101828.28649526143,8,6552945.336222175,297.2876807473028,Dist_Paita,2027,1.6077968
0.0367637515492504,99710.9005686817,8,6722175.723621529,298.78070164236885,Parinas,2027,0.9960333
0.046702678609258044,102448.87780748574,9,7375784.643534002,299.15838020186385,Dist_26Oct,2027,2.259836
0.04592079654958082,101804.2124733632,9,6857679.167868298,297.25387720324693,Dist_Paita,2027,1.8417319
0.044460628418751744,99670.20209735468,9,7281459.690362982,298.8902073781983,Parinas,2027,1.4246806
0.04131898409890244,102421.059581596,10,7508563.702860196,299.6747222613561,Dist_26Oct,2027,2.020654
0.04051394024476789,101779.24226261312,10,7083050.95009798,297.59752207778973,Dist_Paita,2027,1.7127136
0.03924753837388592,99649.56404417426,10,7476192.018928153,299.29830358257874,Parinas,2027,1.3130518
0.035848178997000865,102403.79586063698,11,7359194.225247244,300.0451026317803,Dist_26Oct,2027,1.6455255
0.034873919290729236,101763.43095368148,11,7464997.700751797,297.98078949800276,Dist_Paita,2027,1.4242622
0.03420142603094273,99641.3017604886,11,7565085.20319657,299.32308526146903,Parinas,2027,1.1019636
0.03343669555937734,102310.83227875843,12,6856202.517371245,302.05731447999005,Dist_26Oct,2027,1.6726598
0.0324310624269322,101674.67025721382,12,7032731.193637583,299.7748438382221,Dist_Paita,2027,1.3714156
0.03176939635925648,99574.572073352,12,6853272.922437388,300.9458379835701,Parinas,2027,1.166316
0.032339596222096784,102808.4279828815,1,6589422.887826184,305.57920844366794,Dist_26Oct,2028,1.8221511
0.030729781422037222,102151.32974902251,1,6837891.955524743,303.0462669363941,Dist_Paita,2028,1.5258919
0.030366333911200027,100081.4083822788,1,6388367.620771997,303.92121750050165,Parinas,2028,1.3619155
0.03541551418711538,102742.87019269311,2,6427220.724555018,306.90555262437664,Dist_26Oct,2028,1.924273
0.033615315137091685,102086.92443144941,2,6736981.115236962,304.5872316711351,Dist_Paita,2028,1.6576852
0.03339042314569385,100038.05789799563,2,6196277.360780662,304.78375143267175,Parinas,2028,1.441274
0.03755749532931507,102750.33406477401,3,6434627.432251214,306.7326089446008,Dist_26Oct,2028,1.9824532
0.036684034239579034,102090.11585433739,3,6301389.298502593,304.6142485425322,Dist_Paita,2028,1.6575166
0.03678365151722219,100048.08386265374,3,6100936.660099754,304.69851647375947,Parinas,2028,1.4867712
0.035698543429275344,102773.37931757593,4,6414141.48406248,305.4436654101735,Dist_26Oct,2028,1.877545
0.03478156189322249,102111.46130920592,4,6639649.7912433995,303.1368061713762,Dist_Paita,2028,1.6251262
0.03453050563824694,100046.09665826912,4,6295135.703745835,304.09712090321267,Parinas,2028,1.3845605
0.03163568299465289,102864.70930712481,5,6335456.890122358,303.53587791302584,Dist_26Oct,2028,1.8300116
0.030821145487178035,102197.81785653427,5,6385014.951393,301.5098353107761,Dist_Paita,2028,1.5684847
0.030332577485848344,100103.7124107692,5,6257508.263156825,302.8745363034757,Parinas,2028,1.0813444
0.031472488220885476,102957.67489714235,6,5991023.649179226,301.69681199111324,Dist_26Oct,2028,1.9468668
0.030126492424937472,102282.74091682171,6,5972832.290495958,300.1823289863984,Dist_Paita,2028,1.6668265
0.02952157934227869,100170.31375019309,6,6012148.790264272,301.4326904228708,Parinas,2028,0.96857405
0.03300192910945896,102966.97290547877,7,6077501.273635719,300.6756734271293,Dist_26Oct,2028,2.0187578
0.03123612596414198,102289.44202615684,7,6049831.247727161,299.27049387795216,Dist_Paita,2028,1.7165856
0.03079150419925417,100166.7685759201,7,6175242.048697547,300.6616082737622,Parinas,2028,0.9249162
0.03883759084548149,103005.83233269777,8,6662882.805237964,300.3402779825327,Dist_26Oct,2028,2.1442797
0.037843555672708355,102329.90367011495,8,6585225.855119821,298.75215208103333,Dist_Paita,2028,1.8285444
0.036944853773630944,100202.08727099047,8,6755289.8897477435,300.2525277588337,Parinas,2028,1.0982001
0.04693274106546128,102953.55208239946,9,7412118.5580341695,300.6320668038435,Dist_26Oct,2028,2.4991333
0.04614700737002211,102305.71105697581,9,6891460.838645974,298.718182017056,Dist_Paita,2028,2.068521
0.04467964629273574,100161.18831458302,9,7317328.949921421,300.36257293178545,Parinas,2028,1.5377494
0.04152252589249309,102925.5968209142,10,7545551.701396453,301.15095242027905,Dist_26Oct,2028,2.203351
0.04071351630508695,102280.61784026146,10,7117942.826699448,299.06351972349313,Dist_Paita,2028,1.9545704
0.03944087600134349,100140.448596116,10,7513020.5510411,300.77267946229586,Parinas,2028,1.4770099
0.03602477101176442,102908.24805699481,11,7395446.413548956,301.5231573245477,Dist_26Oct,2028,1.8655137
0.0350457119965949,102264.7286431085,11,7501771.08844023,299.4486751605545,Dist_Paita,2028,1.5767683
0.03436990596212964,100132.14561152548,11,7602351.632768967,300.79758321842206,Parinas,2028,1.3031865
0.03360140834538412,102814.82652643704,12,6889976.914008541,303.545281546394,Dist_26Oct,2028,1.892843
0.032590821355143684,102175.53070183063,12,7067375.189665355,301.25156720688335,Dist_Paita,2028,1.5640601
0.031925895848710945,100065.08720671826,12,6887032.887572547,302.428329796297,Parinas,2028,1.3151131
0.032498123654558043,103312.39086515053,1,6621723.980413567,307.07714573996043,Dist_26Oct,2029,2.0304968
0.03088041760547858,102652.07156151772,1,6871411.033738099,304.53178785274895,Dist_Paita,2029,1.7189065
0.030515188489196106,100572.0035214076,1,6419683.148324801,305.41102739021,Parinas,2029,1.4804853
0.035589119648816926,103246.51171324553,2,6458726.708498916,308.40999160782945,Dist_26Oct,2029,2.1463168
0.03378009609364606,102587.35053160357,2,6770005.532468516,306.0803063361897,Dist_Paita,2029,1.8741981
0.03355410169052568,100528.44053475052,2,6226651.26941194,306.27778942989073,Parinas,2029,1.5850915
0.037741600698576426,103254.01217293467,3,6466169.723585779,308.23620016491753,Dist_26Oct,2029,2.2036543
0.036863857936831876,102590.5575987214,3,6332278.461730547,306.10745564323094,Dist_Paita,2029,1.8650404
0.036963963534463476,100538.51564629421,3,6130843.212355145,306.1921366525524,Parinas,2029,1.657686
0.035873536289222775,103277.1703926621,4,6445583.354082394,306.94093827983124,Dist_26Oct,2029,2.0984714
0.03495205974564025,102612.0076881726,4,6672197.094141652,304.6227709075104,Dist_Paita,2029,1.8322389
0.03469977282274815,100536.5187007116,4,6325994.212097531,305.58779306450293,Parinas,2029,1.5618228
0.03179075987207766,103368.94807823817,5,6366513.051348448,305.02379888318774,Dist_26Oct,2029,2.0347476
0.03097222953368381,102698.78755190944,5,6416314.044291985,302.98782469955444,Dist_Paita,2029,1.7603348
0.030481266591171133,100594.41688337101,5,6288182.323270339,304.3592154030025,Parinas,2029,1.2694755
0.03162676512392903,103462.36938193227,6,6020391.412165399,303.17571793224613,Dist_26Oct,2029,2.1398149
0.03027417130937344,102784.1269017081,6,6002110.880155252,301.6538109912337,Dist_Paita,2029,1.8601992
0.029666292966505546,100661.34469994894,6,6041620.107863607,302.9103016504339,Parinas,2029,1.166862
0.03316370327176023,103471.71296874093,7,6107292.946545698,302.14957378706623,Dist_26Oct,2029,2.1998136
0.03138924422867209,102790.86085961839,7,6079487.283255236,300.7375061028441,Dist_Paita,2029,1.92408
0.030942442945328944,100657.78214737069,7,6205512.843053907,302.1354396868689,Parinas,2029,1.1386368
0.039027971192763265,103510.76288334824,8,6695543.995459718,301.812534247153,Dist_26Oct,2029,2.3534777
0.03802906329855496,102831.52084496844,8,6617506.374017467,300.2166234147639,Dist_Paita,2029,2.0593328
0.03712595599801149,100693.27397329925,8,6788404.055873958,301.7243538752986,Parinas,2029,1.2902739
0.04716280352166453,103458.22635731318,9,7448452.472534336,302.1057534058231,Dist_26Oct,2029,2.734296
0.04637321819046339,102807.20964058844,9,6925242.509423651,300.1824868308651,Dist_Paita,2029,2.3061218
0.04489866416671974,100652.17453181138,9,7353198.209479859,301.8349384853726,Parinas,2029,1.7130936
0.041726067686083744,103430.1340602324,10,7582539.69993271,302.627182579202,Dist_26Oct,2029,2.354685
0.040913092365406,102781.9934179098,10,7152834.703300916,300.5295173691965,Dist_Paita,2029,2.1531727
0.03963421362880105,100631.33314805775,10,7549849.083154047,302.247055342013,Parinas,2029,1.6170841
0.03620136302652797,103412.70025335262,11,7431698.601850666,303.0012120173151,Dist_26Oct,2029,2.0820124
0.03521750470246056,102766.02633253549,11,7538544.476128662,300.91656082310624,Dist_Paita,2029,1.7691345
0.03453838589331655,100622.98946256237,11,7639618.062341364,302.27208117537515,Parinas,2029,1.5019144
0.03376612113139091,103318.82077411565,12,6923751.310645837,305.0332486127979,Dist_26Oct,2029,2.1139758
0.032750580283355174,102676.39114644745,12,7102019.185693126,302.7282905755445,Dist_Paita,2029,1.7685943
0.03208239533816541,100555.60234008453,12,6920792.852707707,303.91082160902397,Parinas,2029,1.4814539
